age,income,employment_years,credit_score,existing_loans,loan_amount,utilization_ratio,late_payments,debt_to_income,risk
58,60911.79407006017,17,375,2,16530.89803289289,0.504258756540701,2,0.27139075913408833,1
39,58452.77304761662,34,616,4,22537.840140542685,0.6715171630646871,1,0.3855734974657743,0
28,95168.3571475825,2,716,1,23194.814318879726,0.2715348435153741,1,0.24372401724777412,0
21,87316.77211112928,11,489,0,11562.59098340324,0.6201897502264944,2,0.13242119129973529,1
42,74897.92836894195,26,788,5,17522.98316901912,0.5802837563059183,0,0.23395818216362582,0
37,56593.980689787466,29,614,2,4529.773564112353,0.2874386696812343,2,0.08003984715162053,0
27,60791.21516509124,20,595,0,22879.600824046807,0.22708927834970793,4,0.3763636038844177,1
45,70611.33209075469,37,800,0,8733.529946199491,0.7830660606567736,1,0.12368453741921395,0
24,49567.82176291956,20,476,5,21282.042876572377,0.3903278015346704,0,0.4293519892474464,1
56,78766.31431929008,37,514,2,5805.563380878706,0.319636480458019,1,0.073706170347708,1
26,41575.09777114187,39,631,2,23251.327251472063,0.7640905175253898,1,0.5592609157400776,0
51,67836.87375994811,14,427,0,17574.681520182163,0.7624618228206838,1,0.25907269227018115,1
39,20000.0,17,568,3,8749.13843506443,0.34876149070260626,4,0.4374569217532215,1
64,48987.6294679574,28,834,3,20530.851048644203,0.8853116151266683,0,0.41910276679285624,1
59,101553.54265838888,37,665,2,10277.106465557354,0.7194251485651081,1,0.10119889662665951,0
47,80723.82988783822,20,647,0,20996.440299561025,0.41118779603938427,6,0.26010213252684544,1
30,90709.36899869048,16,441,0,12807.108196954228,0.48474068516619306,1,0.14118837269322332,1
46,46653.84665291236,17,444,1,1231.6229949626977,0.754038717337556,0,0.026399173558517574,1
39,62075.456736008724,36,544,0,7140.6700761525035,0.2904254496059428,1,0.11503209886187345,1
59,85639.8450618861,37,741,5,11556.682330501724,0.5218847132277017,3,0.13494515692024542,0
23,72661.89869410754,11,589,3,25945.51218998862,0.6882025080322897,1,0.3570717619039131,1
33,70171.31754716639,10,411,1,22209.1490442338,0.5855486932078419,3,0.3164989602668596,1
48,92611.63940660126,19,513,5,27990.89129857714,0.6474955113140439,3,0.30223945367910177,1
40,39190.90068772144,8,499,3,28229.081728238867,0.5915912495291017,1,0.7202968350529151,1
48,56315.23921108994,0,704,5,10721.993563272681,0.2793046994110181,1,0.19039240023615564,0
28,24918.28874661291,2,720,4,13492.105121929364,0.4691848104753593,2,0.541453920015407,0
61,38097.87896128798,20,306,2,11709.760605355692,0.5787869459297912,2,0.3073599088614412,1
59,81483.70784357942,22,824,4,9627.915157591387,0.8020564681113515,4,0.11815754845218457,1
21,41653.01467615753,8,585,2,1000.0,0.6885138134525883,2,0.024007866123851217,1
23,74710.48508250195,18,688,3,14882.018255865261,0.48393185066734135,2,0.19919584566250928,0
33,93169.70083936161,18,715,3,4715.475250311116,0.976959848943231,2,0.05061168177883596,1
48,56441.23650016123,22,449,4,14726.62494772538,0.19701596951175265,3,0.2609196017114776,1
45,70397.26879599625,26,727,5,31926.166476503877,0.2861243816994715,1,0.45351427722320437,0
53,74866.2425908584,26,592,2,10925.23922935433,0.4071813490284977,3,0.14593011284218457,1
58,35570.09873866869,38,633,2,16558.192045024538,0.3057148692891192,3,0.4655087456089607,0
26,47670.95309397906,35,571,1,22253.187086474267,0.6628977971254102,1,0.46680810099609465,1
64,39926.77576656395,11,342,0,17242.330335727256,0.13559565640262974,1,0.43184880333278935,1
52,49265.53779833943,26,767,5,17339.873503538365,0.2596931058460743,2,0.35196760815879763,0
41,74322.213961622,33,618,5,12100.78053049536,0.3640125138927439,1,0.16281512465094056,0
36,48096.06538115417,32,791,1,13144.97619951014,0.7150111975713849,3,0.273306685179716,0
41,59296.93546136366,27,826,3,7319.915822497374,0.8882783943230153,1,0.12344509485261411,1
31,39150.767661375285,30,471,4,21768.36007111526,0.8186425934977489,1,0.5560136204581022,1
57,84528.44329067404,31,620,5,1068.0667470872322,0.26387283992522936,5,0.012635589932898613,1
56,49097.80019553326,19,343,2,22768.706707057616,0.6088651825969622,4,0.46374189100897906,1
55,90459.61103819909,39,831,1,3770.41292203806,0.12702038081021852,1,0.04168062275268792,0
39,61218.581876987206,34,753,4,22700.858192613217,0.37948309781757505,3,0.3708164661218123,0
40,31860.008440738413,30,382,4,12169.459790302551,0.825385415345494,2,0.38196662166422524,1
38,56579.46506908751,30,842,5,5145.050494935358,0.5109991423690056,0,0.0909349441295157,0
61,38744.46345067671,37,621,0,19634.389160637093,0.23494719004825113,1,0.5067663199319427,0
34,71786.98754756305,21,533,2,22430.1402806062,0.4946980433394814,1,0.31245412360763747,1
35,54772.74435346267,8,839,4,11495.370815171706,0.27822963291600544,0,0.20987392453788892,0
51,63264.205100547086,8,551,2,20764.884389431463,0.4538723120775665,1,0.3282248525280514,1
21,52612.93779906874,14,748,5,1000.0,0.5390501254730591,1,0.019006731838831097,0
23,48893.153922733494,12,538,1,4435.229682027197,0.4146023012599256,2,0.09071269341790161,1
36,40527.55980768746,21,789,4,25339.271443749833,0.9432720553904748,1,0.6252355573340825,1
43,76724.45873643059,15,763,5,13210.64580641667,0.6062772678007438,3,0.17218297820514886,0
31,56536.93796400604,31,613,4,1000.0,0.858603406552207,1,0.01768755146655882,1
32,53706.18212603232,1,474,1,9409.07055646405,0.7846556923500222,1,0.17519529752429208,1
30,56035.722031156794,25,479,2,7612.796219799354,0.6950496783409988,3,0.1358561279100948,1
52,46422.76413028451,13,684,2,13672.306148216601,0.547199873472324,1,0.2945172784163727,0
36,53772.971464479495,37,594,4,12033.992129538821,0.10195640540342876,1,0.22379258206863362,1
28,64112.59629386975,33,514,5,16431.453831505285,0.6521208404968755,2,0.2562905697374856,1
58,39317.2600188647,7,374,1,14444.271587099402,0.4203617077022479,1,0.3673773701465702,1
32,42212.960138415845,35,643,3,25877.91404029615,0.20598595012118692,0,0.6130324420614605,1
44,87565.68187245348,20,441,2,18396.388797757354,0.50016363725087,2,0.21008674179632594,1
48,52744.869344008875,27,498,3,18661.37288954869,0.7619979900549743,1,0.35380451447963207,1
28,48968.7838215198,5,470,4,24321.256991156173,0.9655100152288335,1,0.49666859360448246,1
48,33122.56788881449,19,705,3,11889.849996563345,0.43669440200987386,1,0.35896522384602175,0
56,77013.55274948478,30,527,5,4904.980453132119,0.588450968834479,4,0.06368983481501486,1
46,38881.48372978313,32,710,5,24655.762597057994,0.8661199450272264,2,0.6341260731820204,1
28,59694.14678077084,6,361,3,16086.733984864899,0.4005994779550134,0,0.2694859521812763,1
48,25836.298613668187,7,626,5,16114.809663191427,0.22803152047373385,0,0.6237274891483954,1
48,76363.45600728234,8,432,2,9933.36062775811,0.35369364810942017,1,0.1300800297305929,1
57,83537.12487237161,1,488,4,10065.157335171381,0.9092105468275492,3,0.12048723666931287,1
61,69690.4069095603,16,655,3,21773.77871016675,0.24345379761565397,1,0.3124358096864515,0
56,29310.397371894065,36,370,2,22877.246385100883,0.3962989549061039,1,0.7805164186220834,1
47,76775.24287818461,16,562,3,21270.587245973267,0.5181762794503065,0,0.2770500808408022,1
37,43453.02000719294,37,605,2,21343.6928435638,0.862401901141828,0,0.4911900908160284,1
29,36580.562425567754,34,523,5,19552.23629807807,0.9439419552876772,3,0.5344979683639899,1
53,52330.77908484693,38,627,5,16052.181840625253,0.4832292786699294,0,0.30674456068385525,0
40,51932.64653307021,29,373,4,13596.962525432155,0.9387586435181641,0,0.2618191721997788,1
33,49899.026976394205,5,810,5,24682.590799532423,0.2453131853719791,1,0.4946507436148814,0
48,85473.48495809388,3,441,1,12010.23303607653,0.24116706270673338,0,0.14051413771141932,1
49,100236.51992885253,36,401,2,17959.833711045976,0.954325737671318,2,0.17917455358380152,1
33,32617.26925301071,34,364,2,8567.896016366027,0.5587121201754981,3,0.262679746422217,1
55,46223.3521135082,8,492,3,9725.607705196397,0.2673170518185586,2,0.21040463879196267,1
26,62854.96672089913,5,361,4,13110.763457142188,0.5391913335180056,2,0.20858754910107827,1
38,52225.67018125545,12,831,0,8568.492986182691,0.8048900398411464,2,0.16406669280537153,1
25,67987.97498557033,21,540,5,21382.814603826402,0.8442283291511713,1,0.31450877318179665,1
45,78319.7071189159,27,709,0,4215.725987639764,0.8775723309843181,0,0.05382714188702035,1
22,74987.31884540082,29,599,1,15793.836987048584,0.6126138127786767,1,0.21062010524219807,1
30,72194.67135699664,35,494,4,16060.06477473745,0.8802514129310923,1,0.22245498833732155,1
50,93181.91041839446,1,753,2,1000.0,0.5590271879229293,0,0.010731696694239446,0
25,28221.05434167781,35,600,0,11471.80943581113,0.6463539121519696,2,0.40649825824789165,0
53,89602.1758390923,7,755,1,17045.59630438514,0.7828478220444808,2,0.19023641049739287,0
21,51740.16731820512,8,501,4,18429.823946352546,0.4828917634394577,3,0.35619954286208677,1
38,75702.50441351254,0,601,1,13365.542331198672,0.16622333842489728,3,0.1765535028826997,0
52,39406.675434411125,12,636,5,20415.105635845724,0.41514972117192783,1,0.5180621153851163,0
31,41830.07216213444,14,331,0,14125.469942111673,0.6615497951163644,0,0.3376869608869185,1
41,73242.34582964054,31,397,3,15109.223296600454,0.2730991326755292,0,0.2062908161317504,1
46,21425.399545003085,33,490,3,17013.23095189243,0.23354682714967606,1,0.7940683167264585,1
45,79788.84156576626,30,840,4,22415.99702987335,0.36377249013229385,1,0.2809415024705789,0
42,85199.27004683176,13,347,1,9594.255980675745,0.12890031605003924,5,0.11260960305648204,1
47,63555.6970765792,13,549,2,11105.425019853621,0.7690806082782278,1,0.17473531926606878,1
33,62835.22071157114,28,525,0,9648.828066166283,0.3328440419695049,2,0.1535576378486317,1
53,43327.27710183096,18,571,3,12342.418270864533,0.21181455697293958,0,0.2848648495001537,1
54,73488.98804807337,26,784,3,26409.87406463812,0.7292164743670917,1,0.3593718564659225,0
61,66953.30492814851,8,627,1,19581.802554638576,0.858635211288959,1,0.2924695438955993,1
55,41569.89207952354,36,479,3,5951.282038649264,0.11788803627560061,3,0.14316327853977617,1
21,52170.40099823616,36,322,1,10196.424275290603,0.31023979366710236,2,0.19544462147483466,1
41,56813.29150608393,27,669,0,17982.137794211216,0.950709092382625,2,0.31651286728010775,1
26,52143.95606961626,23,544,1,7747.937752537837,0.4467287223394978,4,0.14858745550862565,1
48,32741.771733000503,27,459,3,9197.279673481946,0.9447328570437381,2,0.2809035426819004,1
37,73980.40617167791,35,672,1,25759.67732939319,0.34679128453360963,0,0.3481959435261228,0
25,55129.79088196211,17,584,3,10092.994972214507,0.29626087201473883,1,0.18307696820081407,1
51,60307.29551786619,24,820,5,22637.334528235093,0.2926975705551963,1,0.3753664350862613,0
25,48434.668252051466,34,749,4,25042.585516247505,0.17670579438244444,2,0.5170384441558928,0
58,69505.4294794398,3,435,3,9132.303270648285,0.906789059658213,3,0.13138978262625778,1
23,63973.92368762806,13,395,3,7880.299547542869,0.981851520369611,4,0.1231798691295035,1
43,84255.68778260837,38,418,3,12790.94330815068,0.9590579265444741,3,0.1518110366762791,1
57,69611.9742587797,25,673,4,6290.9782346110005,0.8668253258445466,4,0.0903720703456067,1
57,55946.31196325778,7,573,5,15968.27102802194,0.8621991168858777,2,0.28542133462718605,1
30,45205.663649948794,23,476,2,13354.784705172908,0.6949769204520889,3,0.2954228215425842,1
30,77319.0536783329,15,576,3,17884.640127090413,0.8435923407555522,0,0.2313096096790722,1
39,54348.478024270844,19,437,2,26175.54764986257,0.287508127908743,1,0.48162429936259005,1
37,56565.648668075584,14,431,0,21539.879846162556,0.4491213673484157,1,0.3807943575889583,1
41,56560.56787414651,6,343,5,18913.91820329885,0.6767526639652731,2,0.33440113694375206,1
34,51967.84578685741,16,422,1,1000.0,0.8872941993054367,2,0.01924266793935296,1
29,56909.22011540261,21,435,2,18547.007856819,0.6944225161319053,2,0.3259051489232974,1
21,98524.15125465154,21,666,5,28781.021285636394,0.8551197625007853,1,0.292121484114562,1
33,39043.55891744616,11,672,0,1000.0,0.5265545642643678,2,0.025612419249853826,0
24,43709.9157847678,17,425,5,20515.060343805002,0.7455733639345399,1,0.4693456845083689,1
21,87686.488363085,14,738,1,13725.131401948285,0.9819827257375779,0,0.15652504346070276,1
60,52503.91231009857,36,350,3,8201.639975816443,0.23813970141678198,0,0.15621007302038603,1
52,50987.5743185021,15,436,3,21409.02867129563,0.9342286230843009,1,0.41988717756135413,1
54,80697.27713546867,4,457,3,28677.647204858644,0.5701275530577125,2,0.3553731702336959,1
48,31596.087654364976,1,355,4,21201.84583070203,0.6788962276570522,3,0.6710275671669436,1
51,76429.08858506811,27,727,4,12030.46438990779,0.8900821062194615,1,0.15740688018956922,1
28,60912.32858643088,26,742,4,7452.241404734749,0.4686887552970853,0,0.12234372872743608,0
59,69296.04261663955,30,625,4,16157.02107031635,0.47682331740104555,3,0.23315936177914848,0
46,68920.61910504251,35,379,0,21985.354339052705,0.5744636527123903,0,0.3189953111933692,1
54,47440.34827034724,0,773,5,11903.575790130179,0.11719187604716552,1,0.2509167032732462,0
23,81023.67560299813,28,676,0,12676.936066793627,0.5469995628490157,0,0.1564596517307904,0
32,48997.24577043862,0,632,3,37576.00199870719,0.3619785384948073,2,0.7669002901664693,1
21,68176.98037997483,7,474,1,23629.215567677806,0.9351587641526032,3,0.34658642016680247,1
64,84754.48971058273,15,740,4,24201.029427149057,0.1789617688777282,3,0.2855427424528194,0
25,87578.03399692939,27,425,5,3317.7127515295033,0.5133884158178217,3,0.03788293251302978,1
50,54657.473281186154,21,518,1,9342.490565652317,0.9527213533396248,2,0.17092796290801335,1
50,69262.70548482021,17,577,0,15597.453115633913,0.9109317252866298,1,0.22519266330207516,1
37,52810.22419592761,21,784,4,6990.899536918803,0.7312135981370952,0,0.13237776667984488,0
43,110075.92454537548,11,440,0,27803.178391114354,0.6304249467964672,2,0.2525818293686312,1
35,75602.52011747636,18,409,0,26282.49845272516,0.3526578434195562,0,0.3476405073783998,1
57,61681.16871673871,24,351,2,10731.63730092757,0.43026140147720937,2,0.17398563490602723,1
41,66251.24346915486,4,618,5,29271.34885285988,0.18112137827871452,2,0.4418233880619612,0
34,68142.10830892135,33,498,0,14965.983226240463,0.8074974679824138,1,0.21962900176778177,1
22,68734.87081566964,38,345,3,35715.11773911239,0.39148279111343054,3,0.5196069668173485,1
31,55200.03564706886,9,804,0,16157.48904420029,0.7010037091271866,0,0.29270794583369547,0
59,52113.454015296506,6,839,4,19609.542002627375,0.4218352994787521,0,0.37628559405929074,0
58,56962.932765470134,36,813,3,26199.227529356467,0.5178973972566364,0,0.45993466729012855,0
54,37206.16589905585,14,316,0,25221.066798462474,0.5995022251387555,0,0.6778733091415498,1
58,74365.4881394892,23,614,3,19085.85652908715,0.8216671675515432,2,0.2566493814077752,1
54,43965.899147020544,25,735,0,13870.877444449314,0.2900407397866124,0,0.3154917268509749,0
38,38800.99842030567,25,687,5,19113.061599944955,0.4588888481468708,0,0.49259200479600407,0
50,59712.91066871703,25,376,3,8470.52662499108,0.2170734147026358,3,0.14185419082960063,1
35,57397.54740620226,9,670,1,16217.069750912928,0.16818445442913338,1,0.28253941995369203,0
47,64992.68951577977,16,464,2,6125.539740016042,0.6442069205519126,4,0.09424967308867567,1
54,48635.89261207181,13,323,3,1000.0,0.2701819399230124,1,0.02056094678833533,1
58,52149.14883538053,1,334,4,15403.414113115545,0.15381940773348896,1,0.2953723015065802,1
53,73842.39010176982,12,813,2,25098.223125373377,0.9073881380857649,0,0.33988909474331647,1
44,72624.34400990387,26,760,2,22406.437132768475,0.5808829778068563,3,0.30852515693240384,0
35,71790.50092353356,8,437,0,14344.701634195135,0.2211653866626862,0,0.1998133659698816,1
50,60679.352247029645,6,564,3,28975.91758540397,0.14808351470279474,5,0.4775251632127037,1
62,63378.452466645496,9,632,5,10447.50887322741,0.20787404807229054,0,0.16484323088711694,0
37,64608.77775421007,8,487,2,1000.0,0.5242035162885527,0,0.015477773063658329,1
25,46879.16520382047,21,362,4,1000.0,0.701618729652008,1,0.021331437871220965,1
49,89480.93200292203,22,578,5,5550.472475234263,0.677152067487441,2,0.06202966767325368,1
24,86631.760649754,6,841,5,21532.99794609783,0.22998077763804867,4,0.2485577781704587,1
30,75884.91182001935,8,470,4,9921.578532260908,0.6701400566539379,1,0.13074507559279364,1
37,51482.768271968045,26,802,4,18687.669134858417,0.46437906179583954,3,0.36298881668788785,0
30,70782.88235900301,23,832,0,28170.26706867182,0.5182694058695185,3,0.3979813498664171,0
37,79567.39875539544,28,598,1,6199.224299377551,0.8212873656207854,1,0.07791161199620321,1
40,35536.06196557713,16,500,3,18827.997854367117,0.39924943541167457,0,0.5298279216364862,1
44,93890.23523396994,19,434,2,19311.704581245776,0.2322991424470184,1,0.205683844897416,1
25,25212.247776884098,6,571,3,8114.096092215174,0.8861078202097065,2,0.32183152267980647,1
54,74092.1163941815,39,834,5,25833.687401960666,0.2909175182797042,0,0.34866985394939265,0
26,89065.64612504939,6,741,2,12698.343555604188,0.3646268834991785,0,0.14257285618043503,0
22,57738.73071945938,27,386,0,11929.976152695926,0.7359310530123602,0,0.20661999327039637,1
33,56990.71200353853,18,330,3,31892.905747343782,0.7151952853518465,0,0.5596158501294661,1
63,73353.21585293846,19,420,0,19182.133938933745,0.8203600191554459,3,0.26150365346477616,1
63,97037.63783867744,38,368,0,22402.324397483986,0.265479977303147,0,0.23086221899514153,1
31,54378.64724117268,39,795,3,25839.14345217471,0.417051903982783,0,0.4751707657893089,0
43,44380.89616268111,6,445,3,9796.208004326265,0.21329491506063497,3,0.22073028828479752,1
36,51524.490887840155,5,632,2,24998.568776429434,0.5869352324517438,0,0.48517837528655966,0
51,28949.720154275594,24,780,5,10984.84708001864,0.36331353328483107,0,0.3794457086797188,0
31,77955.15797430312,12,562,5,10643.012885293621,0.7200420769077065,1,0.13652737242610616,1
36,49718.33894572281,38,592,4,12824.00022153491,0.10030993118608697,2,0.2579329980338802,1
28,55833.21691868889,39,728,0,10023.481320440362,0.15371469861362133,0,0.17952541289243232,0
24,78192.42262838013,21,385,5,21577.251461257303,0.489304270467409,1,0.27595067061428774,1
60,52461.79351180302,16,315,1,17137.685241160445,0.9623657403780116,1,0.3266698313946273,1
24,75181.80790776794,21,417,2,11070.204683063097,0.9017662486232646,0,0.14724578978792155,1
45,39238.22992367426,33,569,2,20396.040265238575,0.9946081252557849,2,0.5198002128259279,1
23,79174.38856647996,7,694,4,12798.540500909232,0.4751472023776404,1,0.16165000744101415,0
52,66838.10042530941,17,461,4,12375.437037082587,0.1419116376463764,0,0.18515542719398428,1
23,58228.41938360663,23,403,0,15389.47107921235,0.37536052781778617,1,0.26429484506228984,1
47,62617.86975887592,1,466,2,18707.68284532974,0.7081937669565563,3,0.29875949018016495,1
49,34264.774106945275,1,599,2,18118.781195019357,0.22164742879067373,3,0.5287874111899306,1
52,62160.0148789394,26,327,1,12094.006541977356,0.36997496088400095,2,0.1945624782351035,1
39,57166.60429286792,13,723,0,21776.88965951522,0.15054954809037283,2,0.3809372609915907,0
41,34811.34779124873,38,455,0,13220.846791362752,0.5274703345512108,0,0.3797855478231831,1
25,46578.491461869125,11,623,5,9760.124091130248,0.28802860992557916,0,0.2095414382219795,0
38,57415.094840949634,31,647,4,3255.826809861188,0.18212322420910212,0,0.056706808878055966,0
48,47854.15630104317,27,420,5,22865.42784799217,0.4700942285342311,4,0.4778148778582421,1
62,20000.0,27,827,0,15099.120609552061,0.41610286393673945,0,0.7549560304776031,1
42,81527.75079217732,24,463,1,16686.97886808412,0.5837659632509431,4,0.2046785138304742,1
41,57158.202498206694,3,361,0,23366.423325596123,0.7741347897822752,2,0.40880262682034535,1
26,20000.0,25,639,5,11180.750147217472,0.2013118627838547,0,0.5590375073608735,0
21,102699.2587935879,35,611,3,4004.806012206971,0.8120130311890077,2,0.03899547143038401,1
25,84827.84662626378,2,675,3,15558.245617721748,0.12366098188766211,4,0.1834096495018738,1
61,53020.358978633296,0,645,1,17463.692416642363,0.49879171224626306,1,0.32937710632400785,0
32,43150.05017266598,16,449,4,12897.207470717018,0.6286872581972938,1,0.2988920619815858,1
46,68063.82421521044,6,476,2,26789.900624609352,0.9612988058258178,0,0.3935996975412752,1
54,64046.536297682826,4,653,0,1000.0,0.6165307241826847,3,0.015613646854407325,0
34,70841.79849600747,18,813,5,23960.453103198262,0.24287427394424974,1,0.33822479965057123,0
46,43207.594534899035,38,608,4,21329.229202913804,0.5657876248095183,0,0.49364537490477645,0
47,81955.44041943266,33,418,5,18654.166221603675,0.45620555247227457,1,0.22761351932385612,1
29,50530.757536489014,34,818,4,1000.0,0.5314200108402193,3,0.019789926942573245,0
46,73615.31497311134,15,777,0,25271.110266162148,0.27738731319317855,0,0.34328604415253333,0
42,44061.21479085952,39,713,2,6788.5271149129185,0.5507443380801447,1,0.15407035750455966,0
50,112962.87971506972,38,650,0,10938.464172932905,0.23503578786178916,1,0.09683237715365775,0
63,73910.46697930517,26,805,2,13635.25868167945,0.7696387726217829,1,0.18448346004223332,0
37,117684.64553147292,37,494,5,18259.3442772158,0.6345156342030381,2,0.15515485639401128,1
46,76552.03952652092,24,486,1,20115.4243375404,0.17067492243260496,3,0.2627679740730037,1
56,48770.71286262632,25,749,2,22142.724434554373,0.9006530211360818,3,0.45401682966833673,1
21,76587.61587178393,13,795,4,21526.82808062813,0.6547416441540745,0,0.28107452929030197,0
28,78011.55636386434,13,814,1,17023.41763370501,0.3844963496150483,0,0.2182166133733285,0
55,67466.48288995525,13,572,5,18327.381272460727,0.14107815957457928,3,0.27165164815771653,1
35,72607.84944064113,24,351,3,6273.970273422028,0.6690040261944697,2,0.08640898087129226,1
42,75234.5425881535,35,562,1,8991.785545447823,0.43609623521350316,6,0.11951671713710502,1
34,40126.37978468517,3,667,2,22163.68178939866,0.9168562943906389,3,0.5523469076534475,1
46,38702.831905400955,14,432,1,21697.67589382945,0.13139004944275712,2,0.5606224357655223,1
48,44115.66002771133,31,524,5,20790.395331555366,0.135192191808019,3,0.47127018656177516,1
43,62550.84788741021,17,609,1,10884.665906747781,0.9543693582162419,0,0.17401308334524704,1
34,55536.57657053159,13,315,5,22283.937055549566,0.9683865511115556,2,0.40124794201617575,1
44,40488.58868154103,0,494,3,5710.044380157136,0.12496800409537474,1,0.14102848644759944,1
22,75506.28421039294,19,742,2,23618.878478898183,0.7444299114471947,4,0.31280679119483407,1
46,65660.89640272959,9,602,4,12913.03359003288,0.29934536709595644,1,0.1966624627058255,0
34,63378.57982741708,9,347,1,28473.36325072506,0.7312534896574653,3,0.4492584612697128,1
27,54840.21389652129,23,420,0,2828.46326347612,0.8818595169921852,0,0.0515764447748724,1
23,52435.43795268854,33,798,4,29107.232367348173,0.19074833097604788,0,0.5551061172333691,0
43,43173.37676382047,27,768,1,12108.285366692306,0.3148897750858378,1,0.2804572232774508,0
63,78674.80585074675,26,340,4,11964.165951906047,0.12166990149384535,2,0.1520711214032502,1
38,45930.14236693627,39,755,0,16558.710551884775,0.13944686089999672,0,0.36051946931923495,0
58,64187.809333856334,0,833,4,9423.368697594426,0.12665607239599677,0,0.14680932088803972,0
55,93240.20792544066,32,670,4,14421.367989581544,0.820614120783773,1,0.1546689814453606,1
35,53354.84510621299,3,481,0,9098.989877833163,0.36846341058769905,1,0.1705372747258452,1
45,79214.0428143839,6,816,0,9391.491752166505,0.5438902956147902,1,0.11855841992780064,0
57,71374.18032071347,8,530,0,18895.087602404576,0.8090598372373147,0,0.2647328139882125,1
48,66229.35126522108,15,647,3,7787.4760375718715,0.5454492964360463,1,0.11758345641022906,0
30,68606.96883809505,4,778,5,8854.446119956141,0.48627645636213646,2,0.12906044779287168,0
59,58101.86861458139,33,508,5,4017.670002028728,0.11041588584051293,3,0.06914872271458139,1
37,60695.51937586881,22,577,0,10968.554560309285,0.6112355522830806,1,0.18071440318986937,1
59,49037.721035485505,24,352,5,25492.816237791376,0.21226877032337776,1,0.5198613577360953,1
42,60829.142422681776,12,309,4,8232.530879176253,0.7881834167119236,0,0.13533859842986268,1
46,48295.48008433006,23,763,0,9146.93387850207,0.33196395143351765,2,0.1893952366252568,0
64,80113.10186153195,10,457,1,16551.375571852284,0.7067686697277895,2,0.20660010893673544,1
45,26010.05142643112,16,318,0,12033.628529603788,0.6816011750422114,0,0.46265300795889047,1
37,69621.06582250964,36,354,0,32825.235466797196,0.6550080426370181,0,0.4714842422907041,1
33,66731.7340284456,12,320,5,13699.776282589946,0.34025680678347336,0,0.20529627293590438,1
40,64920.31928352067,26,581,2,17681.746769738973,0.34038079945801136,3,0.27236074875909144,1
45,80489.97897730973,19,839,4,22550.150278394576,0.8767432390971969,3,0.28016096618377184,1
24,54277.52819914105,32,716,5,22396.622926902804,0.1115265993673843,2,0.41263159303664154,0
30,65108.676891441,31,584,4,16866.300652459035,0.2633703701085621,1,0.2590484319099446,1
23,25669.16223627094,7,831,1,13710.98010651199,0.6491538258777866,3,0.5341420954961341,0
61,51693.662357295536,28,831,3,31192.22829103406,0.8353416289628528,1,0.6034052699814544,1
38,77114.72862350449,39,810,2,14201.917797485867,0.4225109578055728,3,0.1841660866995146,0
56,33216.76528927036,18,695,1,11466.479164572156,0.6880991127497201,1,0.34520155905355554,0
42,63194.8673410149,5,419,1,9833.208093647852,0.6014407776582127,1,0.15560137250681239,1
54,46449.65856232405,38,396,4,1185.574378345953,0.15808609403383186,0,0.025523855611450895,1
28,57780.2605645653,20,419,2,21572.926017897305,0.6595751772376103,0,0.3733615218607591,1
60,47646.45022476806,21,836,4,1000.0,0.8325131250452441,1,0.020987922400988644,1
64,35056.08791413139,9,452,3,14954.217272760634,0.9932034882694684,0,0.42657975155101285,1
39,67720.06629919601,9,544,4,13361.114925828919,0.12667606538655057,2,0.19729920031084708,1
62,59008.064759505076,28,815,0,32919.72153785158,0.6940523553254812,3,0.5578851242117518,0
61,72252.58239374399,15,692,4,1000.0,0.473094597833166,1,0.013840335761986348,0
57,75888.75815997722,0,442,0,7791.173704125144,0.10880909983558476,2,0.10266571614864177,1
26,84505.1747417803,16,803,1,13911.228330546805,0.6529248493376603,2,0.16461983982702705,0
46,62669.734908853294,29,519,3,13419.765300246654,0.21018456870007196,2,0.21413470664531017,1
54,85372.42049206416,25,459,5,10603.643273519641,0.440710165170223,0,0.12420455238826582,1
26,40484.50985218091,18,375,0,14352.096724782661,0.33523038323956206,2,0.35450834843217227,1
57,78179.19658456263,20,331,3,4923.49816904207,0.42504706204398945,3,0.06297708833214424,1
53,69187.80832655707,16,633,4,17857.54303195951,0.5434260233508547,2,0.2581024527858193,0
42,64661.853050295744,39,824,5,1000.0,0.42328857924056307,0,0.015465068704761258,0
41,68894.64468326235,20,739,4,14793.845152981943,0.5974586835305853,1,0.2147314239153924,0
26,40785.222433290764,39,651,1,10197.146445891412,0.3147847212095684,2,0.25002061623104044,0
26,36065.06380149955,18,638,4,23130.303542053087,0.6718255906855434,1,0.641349303285895,1
24,94196.56372153998,6,699,0,29042.488565066436,0.868386703712368,1,0.30831791965278743,1
50,56625.5564360546,16,695,1,12351.582649997139,0.3016603422236912,2,0.2181273514538507,0
31,56340.13156386599,0,501,3,26125.80743313145,0.5570894942700603,3,0.46371576898992123,1
50,37953.81051517416,36,829,1,12471.069754956714,0.6838208060948998,1,0.3285854459849481,0
51,30364.43389006326,5,392,3,7270.9878149672795,0.6081635180920745,1,0.23945738100346092,1
44,58233.62242375436,25,657,2,28967.229057484958,0.4290845015730034,1,0.49743134381536935,0
29,53168.24156982544,1,695,0,19166.211557872055,0.6779797372051735,1,0.3604823291494645,0
23,60034.68713484902,31,359,0,15035.508180878514,0.1254215855890686,3,0.2504470148583598,1
51,61743.0788076435,4,776,3,20497.419800789186,0.4329156087967897,3,0.33197923065429813,0
60,109789.22162521388,36,300,4,17193.72028104134,0.5793509931769029,1,0.15660663247741508,1
